exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,utility_YS_rnd,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,gini_YS_rnd,base_0,base_DSA_RC,input_original,input_third,input_rnd,cl_60,cl_90,friendship_w_0,friendship_w_1
1653,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1654,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1655,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1656,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1657,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1658,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1659,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1660,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1661,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1662,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1663,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1664,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1665,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1666,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1667,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1668,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1669,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1670,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1671,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1672,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1673,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1674,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1675,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1676,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1677,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1678,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1679,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1680,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1681,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1682,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1683,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1684,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1685,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1686,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1687,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1688,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1689,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1690,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0
1691,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1692,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1693,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1694,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1695,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1696,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1697,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1698,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1699,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1700,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1701,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1702,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1703,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1704,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1705,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1706,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1707,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1708,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1709,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1710,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1711,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1712,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1713,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1714,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1715,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1716,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1717,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1718,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1719,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1720,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1721,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1722,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1723,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1724,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1725,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1726,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1727,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1728,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1729,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1730,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1731,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1732,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1733,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1734,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1735,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1736,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1737,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1738,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1739,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1740,0,0,0,531,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
1741,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1742,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1743,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1744,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1745,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1746,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1747,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1748,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1749,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1750,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1751,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1752,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1753,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1754,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1755,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1756,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1757,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1758,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1759,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1760,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1761,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1762,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1763,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1764,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1765,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1766,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1767,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1768,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1769,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1770,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1771,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1772,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1773,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1774,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1775,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1776,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1777,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1778,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1779,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1780,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1781,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1782,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1783,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1784,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1785,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1786,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1787,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1788,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1789,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1790,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,1,0,0,1
1791,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1792,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1793,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1794,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1795,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1796,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1797,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1798,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1799,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1800,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1801,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1802,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1803,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1804,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1805,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1806,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1807,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1808,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1809,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1810,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1811,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1812,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1813,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1814,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1815,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1816,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1817,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1818,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1819,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1820,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1821,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1822,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1823,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1824,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1825,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1826,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1827,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1828,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1829,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1830,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1831,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1832,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1833,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1834,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1835,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1836,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1837,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1838,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1839,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1840,0,0,0,1065,0,0,0,0,21.06,0,0,1,0,1,0,0,1,0,1
1841,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1842,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1843,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1844,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1845,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1846,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1847,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1848,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1849,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1850,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1851,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1852,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1853,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1854,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1855,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1856,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1857,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1858,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1859,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1860,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1861,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1862,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1863,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1864,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1865,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1866,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1867,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1868,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1869,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1870,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1871,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1872,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1873,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1874,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1875,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1876,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1877,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1878,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1879,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1880,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1881,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1882,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1883,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1884,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1885,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1886,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1887,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1888,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1889,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1890,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,1,0,1,0
1891,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1892,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1893,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1894,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1895,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1896,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1897,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1898,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1899,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1900,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1901,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1902,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1903,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1904,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1905,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1906,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1907,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1908,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1909,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1910,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1911,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1912,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1913,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1914,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1915,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1916,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1917,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1918,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1919,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1920,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1921,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1922,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1923,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1924,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1925,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1926,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1927,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1928,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1929,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1930,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1931,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1932,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1933,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1934,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1935,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1936,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1937,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1938,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1939,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1940,0,0,0,0,531,0,0,0,0,0.0,0,1,0,1,0,0,1,1,0
1941,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1942,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1943,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1944,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1945,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1946,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1947,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1948,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1949,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1950,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1951,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1952,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1953,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1954,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1955,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1956,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1957,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1958,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1959,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1960,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1961,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1962,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1963,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1964,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1965,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1966,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1967,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1968,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1969,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1970,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
1971,0,0,0,0,1065,0,0,0,0,21.06,0,1,0,1,0,1,0,0,1
